train_loss,valid_loss
0.342380,0.212140
0.343649,0.207070
0.506666,0.215656
0.535078,0.237379
0.483426,0.240011
0.271509,0.222305
0.058669,0.178382
0.535988,0.188053
0.181652,0.227692
0.174384,0.201104
0.330934,0.189240
0.502091,0.218141
0.289853,0.156535
0.383400,0.210835
0.324269,0.212179
0.354671,0.193593
0.320092,0.224625
0.263225,0.192312
0.376500,0.225933
0.388258,0.223667
0.381098,0.229339
0.223173,0.202583
0.168395,0.250960
0.307360,0.233517
0.410116,0.234909
0.265667,0.192543
0.410121,0.255807
0.442587,0.233641
0.365961,0.204056
0.318841,0.239626
0.343023,0.215555
0.358967,0.252530
0.213728,0.225573
0.453352,0.181111
0.537178,0.217032
0.289543,0.193752
0.397914,0.175519
0.348929,0.190465
0.143720,0.190351
0.464298,0.212856
0.213360,0.274001
0.483800,0.202221
0.521719,0.261276
0.096020,0.199048
0.201032,0.213372
0.633226,0.217846
0.497632,0.247341
0.398139,0.249302
0.339233,0.190149
0.397991,0.220983
0.424134,0.207246
0.345034,0.215576
0.497690,0.227314
0.291719,0.174886
0.466891,0.205367
0.402821,0.247613
0.249417,0.238941
0.221750,0.316633
0.449165,0.234784
0.365917,0.215453
0.537667,0.241691
0.123390,0.228545
0.422073,0.250308
0.464131,0.246157
0.412857,0.234918
0.314013,0.203309
0.463645,0.172716
0.189562,0.228737
0.338119,0.209317
0.248493,0.202014
0.248752,0.194326
0.677935,0.202251
0.476770,0.218681
0.406214,0.183603
0.331143,0.261260
0.507169,0.194603
0.528442,0.269250
0.542845,0.261558
0.494941,0.262556
0.506443,0.279947
0.562186,0.282374
0.225282,0.237321
0.399543,0.226973
0.150601,0.205088
0.454549,0.210435
0.199414,0.252219
0.510127,0.224680
0.332872,0.217102
0.340022,0.227943
0.192932,0.205636
0.404088,0.246326
0.241961,0.203132
0.316990,0.180910
0.217541,0.169454
0.376138,0.218376
0.497074,0.245954
0.520688,0.241345
0.345341,0.204698
0.579803,0.248127
0.445549,0.247076
0.614047,0.246729
0.341903,0.219391
0.357847,0.247298
0.388532,0.199216
0.512602,0.201945
0.193888,0.199900
0.510212,0.229218
0.495160,0.211292
0.508870,0.232988
0.497250,0.194145
0.150391,0.202587
0.260643,0.275660
0.280053,0.226321
0.532165,0.240436
0.470233,0.214236
0.305686,0.206334
0.267225,0.203766
0.351027,0.200198
0.184180,0.192600
0.326905,0.229600
0.151909,0.179826
0.557673,0.166274
0.592009,0.235217
0.579422,0.270468
0.337605,0.239911
0.267140,0.218816
0.556902,0.212232
0.452696,0.174863
0.401878,0.224504
0.250136,0.181381
0.417408,0.191048
0.228035,0.237901
0.280962,0.230742
0.505007,0.217107
0.427692,0.204621
0.344062,0.225837
0.526919,0.242804
0.502228,0.213320
0.347252,0.247089
0.421324,0.197703
0.663795,0.185723
0.352748,0.238450
0.481383,0.231509
0.207087,0.218859
0.395617,0.224536
0.474258,0.250089
0.253112,0.203493
0.495385,0.257385
0.565277,0.234396
0.241714,0.238598
0.441348,0.192370
0.480176,0.243337
0.066949,0.192225
0.349366,0.195445
0.320481,0.193926
0.134894,0.247260
0.345953,0.200788
0.512100,0.203873
0.892930,0.237571
0.522363,0.222695
0.348340,0.184403
0.470357,0.225238
0.442961,0.198445
0.543039,0.210893
0.344689,0.214462
0.316428,0.196641
0.259361,0.192964
0.358361,0.204869
0.251455,0.220708
0.584508,0.215104
0.212188,0.201491
0.459498,0.258297
0.381930,0.202702
0.377053,0.210079
0.518887,0.219956
0.406107,0.229750
0.529243,0.260340
0.285999,0.249846
0.402550,0.257066
0.339566,0.229399
0.548110,0.217343
0.521956,0.214087
0.737387,0.250832
0.079120,0.215437
0.519872,0.233079
0.545872,0.237804
0.475685,0.270485
0.375111,0.189936
0.244514,0.234551
0.544227,0.170867
0.409953,0.203402
0.478899,0.209444
0.187980,0.229128
0.649541,0.194564
0.182340,0.222305
0.501257,0.183146
0.241486,0.200619
0.538413,0.221004
0.365838,0.216297
0.311908,0.252953
0.467563,0.207080
0.479912,0.244962
0.368221,0.216841
0.342050,0.212926
0.506222,0.215008
0.451107,0.236152
0.608254,0.193581
0.286545,0.222188
0.486063,0.229662
0.439779,0.198827
0.241777,0.208688
0.322819,0.174220
0.551073,0.240321
0.524242,0.212575
0.443547,0.270299
0.464823,0.263785
0.392029,0.285380
0.285008,0.245620
0.519264,0.241304
0.489743,0.244029
0.303475,0.184844
0.417435,0.218218
0.131264,0.232111
0.215662,0.166434
0.183432,0.180168
0.161696,0.213583
0.395862,0.182845
0.279659,0.214112
0.391371,0.190960
0.417620,0.242694
0.203206,0.170052
0.422876,0.280353
0.334899,0.243091
0.458926,0.218913
0.266821,0.217433
0.444346,0.215712
0.489511,0.216539
0.337482,0.225813
0.250802,0.248427
0.533840,0.201321
0.476743,0.235994
0.249466,0.219210
0.110665,0.208296
0.454308,0.224369
0.508187,0.216083
0.197576,0.220229
0.209880,0.211421
0.233983,0.211677
0.243692,0.210979
0.276726,0.191694
0.433254,0.207657
0.286807,0.188780
0.435729,0.232491
0.522048,0.208824
0.216379,0.193246
0.427540,0.232814
0.348777,0.214923
0.518364,0.253605
0.376523,0.234775
0.308431,0.216568
0.484694,0.229101
0.335650,0.233543
0.181803,0.182986
0.220095,0.203049
0.165475,0.189226
0.447342,0.214483
0.375212,0.238720
0.490849,0.226541
0.460338,0.196901
0.333247,0.193136
0.174862,0.192894
0.514203,0.260972
0.320185,0.197435
0.244412,0.186183
0.362645,0.212890
0.247228,0.205040
0.383004,0.189840
0.576742,0.208719
0.192363,0.210136
0.380695,0.160812
0.532409,0.213813
0.518216,0.235897
0.334142,0.214001
0.287005,0.222838
0.208801,0.258568
0.315099,0.201269
0.434623,0.205285
0.314339,0.201209
0.334060,0.197421
0.247038,0.222854
0.459010,0.206976
0.322525,0.190099
0.352879,0.225796
0.349376,0.241436
0.232892,0.226514
0.197689,0.146972
0.418873,0.186270
0.327773,0.209228
0.612388,0.226407
0.487341,0.225778
0.575861,0.208788
0.437233,0.212238
0.270250,0.234899
0.462735,0.214252
0.504912,0.195426
0.165753,0.246891
0.352329,0.193909
0.190730,0.180788
0.275797,0.234130
0.542180,0.231333
0.519336,0.200264
0.292655,0.238816
0.491817,0.190103
0.470262,0.232287
0.277434,0.205682
0.174298,0.225527
0.467820,0.197738
0.172185,0.215153
0.358073,0.201958
0.352756,0.242632
0.423949,0.210208
0.330563,0.224917
0.260226,0.189689
0.294974,0.183481
0.236871,0.186413
0.182706,0.203147
0.255209,0.219770
0.422255,0.197443
0.485148,0.242844
0.342751,0.215829
0.493932,0.256861
0.448727,0.184835
0.643825,0.201208
0.531527,0.215247
0.503040,0.253239
0.391105,0.239170
0.442996,0.256230
0.279190,0.228382
0.234705,0.243136
0.476503,0.245629
0.491054,0.209678
0.248383,0.218907
0.366592,0.197484
0.503237,0.238022
0.399512,0.168549
0.411660,0.221106
0.281626,0.209995
0.338651,0.209764
0.225597,0.174357
0.510373,0.203885
0.217437,0.243709
0.364203,0.233955
0.527059,0.206926
0.366407,0.236906
0.486718,0.237338
0.413963,0.207657
0.531533,0.246934
0.478620,0.249422
0.224806,0.205874
0.463667,0.212678
0.246271,0.180992
0.456943,0.186894
0.500024,0.219644
0.466634,0.211012
0.262702,0.199966
0.173123,0.239360
0.353492,0.203359
0.255707,0.211184
0.464552,0.261566
0.501338,0.250599
0.482184,0.253798
0.249768,0.185991
0.337065,0.223093
0.449197,0.194693
0.484167,0.234583
0.376258,0.234923
0.509909,0.235193
0.512067,0.294537
0.324923,0.288519
0.206368,0.205399
0.301109,0.233704
0.334740,0.215056
0.468120,0.245158
0.399994,0.214180
0.576622,0.221632
0.393178,0.202249
0.458117,0.240731
0.145654,0.203996
0.474983,0.208245
0.245776,0.147928
0.485641,0.234149
0.265382,0.201276
0.290966,0.198660
0.446860,0.191968
0.157677,0.201958
0.181770,0.189747
0.552084,0.226983
0.206013,0.193220
0.470109,0.178509
0.317642,0.180806
0.328177,0.194530
0.367076,0.183419
0.292640,0.223372
0.300418,0.199017
0.499935,0.195898
0.325735,0.193211
0.214463,0.208538
0.318441,0.205495
0.276815,0.206311
0.340854,0.225290
0.583065,0.198047
0.280044,0.223951
0.136142,0.188477
0.164132,0.216368
0.507917,0.191874
0.506206,0.200292
0.551166,0.232994
0.510363,0.229583
0.283526,0.231651
0.161346,0.238643
0.405453,0.193081
0.386762,0.211135
0.492570,0.233956
0.398038,0.209769
0.505638,0.211198
0.256756,0.178086
0.232861,0.180070
0.286536,0.221617
0.393449,0.197541
0.242379,0.225124
0.135868,0.192746
0.285657,0.187167
0.186366,0.171331
0.548848,0.204993
0.397066,0.208602
0.249119,0.238541
0.446928,0.234780
0.507497,0.246046
0.130029,0.199841
0.559187,0.208767
0.522539,0.213170
0.301440,0.236691
0.506092,0.214959
0.205993,0.193046
0.310149,0.181098
0.344993,0.219472
0.295868,0.190194
0.354252,0.198871
0.350367,0.178408
0.388565,0.235032
0.545551,0.198433
0.441692,0.202113
0.517612,0.233482
0.183398,0.224099
0.314108,0.192043
0.343930,0.196490
0.318357,0.242669
0.348254,0.227117
0.493499,0.235136
0.229304,0.206972
0.409462,0.165512
0.464800,0.174570
0.476533,0.229207
0.286049,0.194271
0.132054,0.211054
0.174861,0.186224
0.233853,0.190493
0.297730,0.191915
0.461819,0.226694
0.325634,0.179720
0.519610,0.194867
0.455336,0.189883
0.248201,0.206142
0.421157,0.218730
0.449483,0.252444
0.454658,0.234008
0.231320,0.235428
0.208129,0.203489
0.042193,0.202243
0.383372,0.200777
0.244475,0.179360
0.302632,0.247689
0.199507,0.202914
0.363132,0.179246
0.427429,0.209680
0.304934,0.198953
0.186084,0.225236
0.375724,0.209020
0.548948,0.222635
0.195723,0.185938
0.190969,0.186363
0.339248,0.181582
0.383591,0.201747
0.303490,0.207725
0.492576,0.222317
0.287866,0.168086
0.145541,0.236301
0.405729,0.238377
0.149981,0.186491
0.196885,0.195070
0.123974,0.155215
0.438784,0.184784
0.210195,0.204233
0.213689,0.204586
0.355210,0.191941
0.388526,0.189788
0.413856,0.189889
0.314747,0.188410
0.234094,0.229162
0.310214,0.181763
0.361767,0.194599
0.334090,0.185381
0.360184,0.224187
0.375236,0.198322
0.470266,0.201209
0.544194,0.220733
0.255642,0.219046
0.236915,0.188151
0.259410,0.214693
0.496058,0.228815
0.279310,0.211607
0.154946,0.217926
0.502426,0.257997
0.585161,0.236981
0.499361,0.201599
0.112730,0.236216
0.350399,0.226461
0.570187,0.238009
0.202990,0.198568
0.509257,0.250791
0.189953,0.199545
0.222647,0.183682
0.488768,0.193114
0.237502,0.215365
0.421412,0.220822
0.266373,0.209389
0.266929,0.198847
0.220414,0.205208
0.243596,0.227015
0.532844,0.182116
0.172502,0.198919
0.186573,0.189734
0.500777,0.210500
0.480098,0.246242
0.416779,0.256558
0.366916,0.218256
0.418084,0.242425
0.246220,0.208814
0.388709,0.223055
0.212519,0.224257
0.216308,0.211829
0.383903,0.210105
0.363557,0.171134
0.482605,0.193700
0.426069,0.243736
0.196572,0.231969
0.326733,0.214332
0.176183,0.204605
0.410072,0.229023
0.332424,0.218510
0.291833,0.221553
0.224109,0.190535
0.444846,0.206916
0.462495,0.213729
0.368467,0.240860
0.350942,0.226653
0.549260,0.225746
0.489267,0.247640
0.515968,0.248008
0.302250,0.231438
0.147777,0.239871
0.201001,0.152155
0.501084,0.201408
0.499366,0.233207
0.292220,0.237224
0.114565,0.227544
0.330135,0.177859
0.471060,0.205110
0.212819,0.206426
0.314086,0.174374
0.399379,0.257575
0.080267,0.202544
0.504015,0.233846
0.375451,0.208992
0.195917,0.186538
0.330130,0.179136
0.529927,0.226250
0.498489,0.236315
0.156207,0.222057
0.483934,0.260802
0.265969,0.197764
0.519832,0.239611
0.401110,0.216314
0.514679,0.228301
0.473890,0.205939
0.339851,0.224752
0.265856,0.199478
0.451922,0.209496
0.304729,0.189681
0.465371,0.232933
0.130873,0.191306
0.233925,0.213201
0.358747,0.197386
0.166130,0.189623
0.313028,0.180436
0.282859,0.193640
0.249206,0.192052
0.204776,0.187271
0.373780,0.181750
0.436405,0.207116
0.366173,0.219233
0.489629,0.202327
0.206052,0.197159
0.313631,0.225048
0.401557,0.214195
0.520423,0.227985
0.181044,0.219979
0.154047,0.221288
0.489472,0.212765
0.458571,0.207356
0.523051,0.244958
0.436517,0.216149
0.225790,0.220118
0.372723,0.226076
0.509290,0.234907
0.235329,0.219644
0.299187,0.208434
0.623105,0.228689
0.504594,0.212758
0.490419,0.228915
0.365043,0.212445
0.224483,0.194576
0.163015,0.222436
0.462292,0.217804
0.459713,0.193498
0.185934,0.203481
0.291167,0.204705
0.272803,0.212251
0.109557,0.201959
0.116210,0.225295
0.479656,0.197800
0.488730,0.200095
0.299509,0.178764
0.315765,0.215774
0.378734,0.236423
0.136941,0.171878
0.508488,0.199364
0.208952,0.206725
0.297573,0.205923
0.298153,0.173351
0.290399,0.186131
0.343192,0.193728
0.466590,0.205923
0.388878,0.178244
0.381229,0.198519
0.476660,0.235027
0.349845,0.196775
0.551024,0.240863
0.506732,0.260960
0.419791,0.215029
0.424632,0.247428
0.264657,0.209517
0.216101,0.195257
0.252969,0.189700
0.234140,0.178250
0.372717,0.217125
0.338055,0.251349
0.292243,0.235028
0.350039,0.162273
0.246723,0.227125
0.378173,0.222753
0.492824,0.250751
0.132382,0.209042
0.139308,0.216183
0.232264,0.216378
0.472856,0.202487
0.153961,0.171110
0.341103,0.231210
0.316735,0.212350
0.469483,0.236062
0.313037,0.235552
0.515658,0.209125
0.548486,0.218262
0.479404,0.281738
0.509266,0.255278
0.411033,0.257163
0.275512,0.183397
0.151977,0.172585
0.180468,0.179011
0.509446,0.210122
0.531309,0.262326
0.576772,0.286503
0.508334,0.256125
