train_loss,valid_loss
1.078167,1.109031
1.044064,0.876266
1.011356,0.984705
1.021242,0.945604
0.958999,0.907869
0.961856,0.956698
0.949471,0.883182
0.916479,0.900520
0.943458,0.893799
0.935055,0.848179
